"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"66","7900931","B4GALT2","8704","beta-1,4-galactosyltransferase 2",0.646563924960107,7.98083632060877,3.73229217727162,0.0413895853252563,0.0869682896714224,-5.26723104456769
"67","7900979","RNF220","55182","ring finger protein 220",0.46819004607182,7.5401555146904,27.4403639701603,0.000251530901385094,0.00354857825718316,1.5396658445004
"68","7901010","KIF2C","11004","kinesin family member 2C",-0.225528191643723,7.33756238684515,-0.837172021936029,0.471304040400327,0.557922591505868,-8.18141787625804
"69","7901087","HPDL","84842","4-hydroxyphenylpyruvate dioxygenase like",-0.148995433735207,5.72280384204434,-0.574005526079329,0.611059900795312,0.677126548561472,-8.39573573521142
"70","7901091","TOE1","114034","target of EGR1, exonuclease",-0.0586066355763641,6.80773025551493,-0.630772317106397,0.578392639463914,0.655901992932686,-8.35432690350435
"71","7901110","AKR1A1","10327","aldo-keto reductase family 1 member A1",-0.358035034623402,8.70484917305016,-2.38259427538108,0.108897928622656,0.174928219245339,-6.52166480710232
"72","7901123","NASP","4678","nuclear autoantigenic sperm protein",-0.685717157672372,9.11218741030946,-32.7252053338178,0.00015796562331466,0.00285335493419981,2.1159826301051
"73","7901192","RAD54L","8438","RAD54 like",0.258730977836922,6.65820805121434,15.1640818974429,0.00119917588416124,0.00907609823370785,-0.498262794763807
"74","7901212","UQCRH","7388","ubiquinol-cytochrome c reductase hinge protein",0.259752158321933,6.48213609042106,1.88548480990369,0.167979030380158,0.246596361291309,-7.05774436100028
"75","7901229","FAAH","2166","fatty acid amide hydrolase",0.823687958513465,5.72434444666379,48.2759032770649,5.6516268545935e-05,0.00251415484421768,3.29741969560515
"76","7901272","CYP4X1","260293","cytochrome P450 family 4 subfamily X member 1",-0.0292792305398049,4.98425341803129,-0.153361536204672,0.889041303149274,0.908738488460435,-8.5934556448819
"77","7901287","CYP4Z1","199974","cytochrome P450 family 4 subfamily Z member 1",0.84389672525485,3.53835229063941,1.7272158519802,0.19462793637789,0.278929162551926,-7.23399437185959
"78","7901447","PRPF38A","84950","pre-mRNA processing factor 38A",-0.3529750085721,8.78991200561179,-3.97224584312303,0.0357986314098112,0.0783771804481907,-5.07483070266702
"79","7901497","ZYG11A","440590","zyg-11 family member A, cell cycle regulator",-0.437449042668434,5.5392116676485,-4.83007547662971,0.022424847212647,0.0569181043671019,-4.45020048130902
"80","7901535","PODN","127435","podocan",0.321244584486277,5.87931263981771,0.917468030712372,0.434628846295222,0.523937668926215,-8.10628091142367
"81","7901720","PRKAA2","5563","protein kinase AMP-activated catalytic subunit alpha 2",-0.0228287978210258,6.75660822829658,-0.19609826472992,0.858600461880104,0.882226506474315,-8.58328986037916
"82","7901765","HOOK1","51361","hook microtubule tethering protein 1",-0.5996474288666,6.24228921715943,-2.09326839665271,0.139382612297332,0.213823016256585,-6.82974385153061
"83","7901804","PATJ","10207","PATJ crumbs cell polarity complex component",-0.332470460373136,7.91612305624055,-1.72050679941628,0.195864940061609,0.280189888412852,-7.24149634217044
"84","7901860","L1TD1","54596","LINE1 type transposase domain containing 1",-0.176446030230384,7.35104587844808,-1.01100695506881,0.395323184599078,0.488829325502933,-8.01439318469179
"85","7901867","USP1","7398","ubiquitin specific peptidase 1",-0.255910554957063,8.253616370283,-2.82219672102049,0.0770033983243562,0.134334812427177,-6.07931445028757
"86","7901895","ATG4C","84938","autophagy related 4C cysteine peptidase",-0.619302961079618,7.16825770636601,-3.13071388587259,0.0615460026053802,0.114456103659413,-5.78863653465617
"87","7901915","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",-0.784706981951575,7.25927768977178,-5.9955457295215,0.0131444815994219,0.0403686592201566,-3.73106829463872
"88","7901969","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",0.284440185767208,9.00480774009865,3.79732281178442,0.0397659939092504,0.084583635326864,-5.21425459067542
"89","7901993","CACHD1","57685","cache domain containing 1",-0.0924625607383103,8.58856913335378,-2.93026223583388,0.0710688391636041,0.126575595308195,-5.9756387553812
"90","7902023","RAVER2","55225","ribonucleoprotein, PTB binding 2",-0.0216122634794313,7.71371336976514,-0.402196854290658,0.717772238465905,0.756524930577761,-8.50145564933936
"91","7902158","TCTEX1D1","200132","Tctex1 domain containing 1",0.449101269013418,4.8171800869179,2.58643365653385,0.0923472262012594,0.153857542236872,-6.31248441035898
"92","7902166","MIER1","57708","MIER1 transcriptional regulator",-0.742573207662598,7.53726799639557,-7.21155312205864,0.00824379079264547,0.0299513789030092,-3.10016091818402
"93","7902205","IL12RB2","3595","interleukin 12 receptor subunit beta 2",0.211632630032678,4.54189874504312,1.04434775254464,0.382174594084189,0.476326215938042,-7.98066577653456
"94","7902269","SRSF11","9295","serine and arginine rich splicing factor 11",-0.673774783715883,10.1201405509662,-8.60415711750273,0.00524445335136436,0.0228051321794541,-2.4875677338094
"95","7902290","CTH","1491","cystathionine gamma-lyase",-0.816833167096051,7.24368567738585,-4.74598407456752,0.0234029040628256,0.0585383644952656,-4.50744663112811
"96","7902345","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",-4.86182054714375,7.3266171465726,-55.7279325176681,3.86600214822885e-05,0.00251415484421768,3.69003956441469
"97","7902382","RABGGTB","5876","Rab geranylgeranyltransferase subunit beta",-0.563980534913377,9.377431194776,-4.37019811533701,0.0285503968709168,0.0672657071996312,-4.77346520355771
"98","7902396","SNORD45C","692085","small nucleolar RNA, C/D box 45C",-0.0969182125100359,6.84150435252475,-0.689178374408043,0.546212739025498,0.627577762421238,-8.30875051381417
"99","7902512","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",-1.82501131374824,7.55118145983051,-9.89995380635959,0.00364962755130896,0.0181133941233214,-1.99670319699489
"100","7902565","ADGRL2","23266","adhesion G protein-coupled receptor L2",-0.198037993352667,9.62468026249388,-3.20360391189245,0.0584981232616387,0.110181613269019,-5.72232688853706
"101","7902592","ARID3B","10620","AT-rich interaction domain 3B",0.309142588231287,7.2227521129943,2.89519488239093,0.0729275804390956,0.129188353149829,-6.00906088451906
"102","7902634","RPF1","80135","ribosome production factor 1 homolog",-0.878824728178,7.78536076860007,-3.03406658564547,0.0659152072572724,0.120148726587186,-5.87794297303075
"103","7902771","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",-0.717831701865261,7.79588695758123,-7.17310898837829,0.00835673768603811,0.0302682454294144,-3.11858384141607
"104","7902861","LRRC8B","23507","leucine rich repeat containing 8 VRAC subunit B",-0.0534377687556926,6.93344942686395,-0.71058319345209,0.534788370424851,0.618225868021848,-8.29134070812948
"105","7902883","LRRC8D","55144","leucine rich repeat containing 8 VRAC subunit D",-0.0440762033395306,8.81318465691264,-0.74721357042035,0.515700246889552,0.600586549904788,-8.26071829446204
"106","7902891","ZNF326","284695","zinc finger protein 326",-0.712121855321445,7.29529160661511,-3.14413972894581,0.0609692682237665,0.113792207778622,-5.77635562479866
"107","7902913","CDC7","8317","cell division cycle 7",-0.383642979105216,7.22882804959348,-3.20077221899206,0.0586127968768529,0.110279904018274,-5.72488630530987
"108","7903022","SNORD21","6083","small nucleolar RNA, C/D box 21",-1.42827570677008,7.54821783199232,-9.7062175249585,0.00384141915219659,0.0187100177133385,-2.06601075162534
"109","7903032","MTF2","22823","metal response element binding transcription factor 2",-0.740067081682465,9.88069958039479,-6.1598391165622,0.012282917361615,0.0385788559321752,-3.63950984842009
"110","7903049","CCDC18","343099","coiled-coil domain containing 18",-0.704706761636787,5.40954978723074,-3.57207212841767,0.0457824510045305,0.093532970897228,-5.40048295218996
"111","7903092","FNBP1L","54874","formin binding protein 1 like",-0.179373769972079,8.97325663877692,-2.19803902761346,0.127241925901264,0.199491256702915,-6.71677676760702
"112","7903188","PTBP2","58155","polypyrimidine tract binding protein 2",-0.876636055129309,9.29018871011152,-5.29475782908301,0.0179042333686834,0.0489195226478835,-4.14768966321505
"113","7903203","SNX7","51375","sorting nexin 7",-1.10254945099379,7.25807680315069,-7.28021322810662,0.00804719092558911,0.0293959885907584,-3.06748081617375
"114","7903281","SLC35A3","23443","solute carrier family 35 member A3",-0.713991999629699,7.25704259581246,-8.65654539714184,0.00516308929450887,0.0225259215151212,-2.46638878287329
"115","7903334","CDC14A","8556","cell division cycle 14A",-0.0630235927610521,6.44233155450808,-0.70747322416269,0.536435891021152,0.619904937198054,-8.29389287468094
"116","7903369","SLC30A7","148867","solute carrier family 30 member 7",-0.712650775329491,8.24672704786854,-13.5431300894071,0.00161270704350873,0.0106937675471894,-0.895144568000036
"117","7903404","RNPC3","55599","RNA binding region (RNP1, RRM) containing 3",-0.598572051061401,6.56528327092734,-1.55335527173209,0.229885714041733,0.31774743964934,-7.42863760213135
"118","7903457","PRMT6","55170","protein arginine methyltransferase 6",-0.0574193028939929,6.73322168796275,-0.567025362916209,0.615169541736046,0.677126548561472,-8.4006197857627
"119","7903507","FAM102B","284611","family with sequence similarity 102 member B",-0.158809335966468,7.56710701520771,-1.26346896976373,0.306233810083068,0.403480839104126,-7.74938720940217
"120","7903632","CELSR2","1952","cadherin EGF LAG seven-pass G-type receptor 2",0.641837671941088,6.62371495610067,37.6177568822599,0.000109305991766606,0.00251415484421768,2.55605117701401
"121","7903878","RBM15","64783","RNA binding motif protein 15",-0.0140794064926411,8.06399877218682,-0.471901601252479,0.673125133917039,0.718315662299767,-8.46233706046372
"122","7903908","CEPT1","10390","choline/ethanolamine phosphotransferase 1",-0.790200326305901,7.89310124890984,-6.67377904560079,0.0100361088472535,0.0340200951918787,-3.36640333648642
"123","7903959","PIFO","128344","primary cilia formation",-0.459686181132493,4.85625656888953,-3.14190047891108,0.0610649676668228,0.113876604388585,-5.77840180318741
"124","7904000","DDX20","11218","DEAD-box helicase 20",-0.0676501475854678,7.07320257463917,-0.493972065458339,0.659362130308453,0.706673991594822,-8.4488464726395
"125","7904086","LRIG2","9860","leucine rich repeats and immunoglobulin like domains 2",-0.370328955290622,7.35165039056259,-2.65737507903508,0.0873468771175833,0.147036514074501,-6.2413199418695
"126","7904314","TTF2","8458","transcription termination factor 2",-0.369001940226108,7.93954446589384,-2.07588799263341,0.141533149982534,0.216205672294748,-6.84862488334075
"127","7904340","MAN1A2","10905","mannosidase alpha class 1A member 2",-0.592673810358336,7.7471481549328,-3.36455593847632,0.052436224361688,0.102285421070374,-5.57903482732648
"128","7904361","TENT5C","54855","terminal nucleotidyltransferase 5C",0.118704516245414,4.79917128138755,0.30016255673557,0.786049662580177,0.818946780876823,-8.54856826331658
"129","7904364","WDR3","10885","WD repeat domain 3",-0.584462880125048,7.62387353717839,-4.63717862277177,0.0247554500023937,0.0607606423551236,-4.58272535543838
"130","7904433","PHGDH","26227","phosphoglycerate dehydrogenase",0.445272134510784,10.2951309736089,9.14515045598806,0.0044811435411073,0.0205095139697567,-2.27453998799835
"131","7904715","RNVU1-6","101954276","RNA, variant U1 small nuclear 6",-0.368466541595962,6.626029372071,-1.63822381346274,0.211816829498147,0.297137204170775,-7.33360449346712
"132","7904726","TXNIP","10628","thioredoxin interacting protein",-1.48064389749174,9.26860222340031,-4.76335352870856,0.0231962474687816,0.0581721580817262,-4.49555624056466
"133","7904751","RBM8A","9939","RNA binding motif protein 8A",0.157045240954375,6.42376562160007,0.405111899048371,0.715870638464214,0.755026082486914,-8.49992902214996
"134","7904812","PIAS3","10401","protein inhibitor of activated STAT 3",0.7526304843546,7.52875570516803,3.76068846931071,0.0406700126052653,0.0860784567286429,-5.24402079369178
"135","7904907","BCL9","607","BCL9 transcription coactivator",-0.254832718807805,7.67407656429513,-3.18376867327857,0.0593076046140791,0.11126087707705,-5.74028311735793
"136","7905088","H2AC20","8338","H2A clustered histone 20",-0.229993051100376,9.97967721488674,-4.83402657911883,0.0223802560816674,0.0568569680692468,-4.44753039024244
"137","7905099","VPS45","11311","vacuolar protein sorting 45 homolog",-0.623852753118696,8.47840919724209,-4.91705003949903,0.021470252840052,0.0551405783910725,-4.39182633028062
"138","7905131","CA14","23632","carbonic anhydrase 14",-0.195044662277271,7.40668195733598,-2.39610016687164,0.107690329883879,0.173409698323696,-6.50759416505212
"139","7905147","C1orf54","79630","chromosome 1 open reading frame 54",-0.704268463690035,5.67428588895644,-8.92793969075638,0.00476807358007805,0.0213248918196457,-2.35858779460276
"140","7905198","TARS2","80222","threonyl-tRNA synthetase 2, mitochondrial",-0.237394814749893,6.76847036924119,-3.51748457244492,0.0474193891173729,0.0957546033464547,-5.44678875510056
"141","7905258","SETDB1","9869","SET domain bifurcated histone lysine methyltransferase 1",0.0349261440198161,7.34519133046944,0.366104146771367,0.741552365827323,0.778621709711572,-8.51954129837546
"142","7905299","PRUNE1","58497","prune exopolyphosphatase 1",-0.133947430635962,6.35271375633548,-2.02633869696651,0.147892434242357,0.223494707702981,-6.90265770765798
"143","7905382","ZNF687","57592","zinc finger protein 687",0.494335638157799,7.17994878243771,28.9727429027627,0.000217910751404624,0.00335055583450574,1.71952827802822
"144","7905406","CGN","57530","cingulin",-0.0335971748525745,6.50895383420991,-0.552169826991699,0.623982446194485,0.679434716349237,-8.41085773162258
"145","7905444","SNX27","81609","sorting nexin 27",-0.110950099018584,8.4748878846885,-2.09327196580746,0.13938217483249,0.213823016256585,-6.82973997817191
"146","7905490","LCE3C","353144","late cornified envelope 3C",0.338853092473382,5.01578034106643,1.08939503569384,0.365105130843725,0.461779473284872,-7.9343861410192
"147","7905503","LCE2C","353140","late cornified envelope 2C",-0.30083710152665,3.59647529647913,-0.621787996842019,0.583472358813324,0.660866020273638,-8.36107613833882
"148","7905589","CHTOP","26097","chromatin target of PRMT1",-0.356782345272308,7.81122436867867,-5.34707129249919,0.0174749163571007,0.0481943033177953,-4.11502129621675
"149","7905606","NPR1","4881","natriuretic peptide receptor 1",0.429560878358537,5.71757418880441,2.90596729342531,0.0723499533864091,0.128261692043351,-5.99877132995543
"150","7905677","CREB3L4","148327","cAMP responsive element binding protein 3 like 4",-0.064729657180556,5.60617633844924,-0.661177112737993,0.561457439964486,0.640246547511611,-8.33096183565818
"151","7905831","FLAD1","80308","flavin adenine dinucleotide synthetase 1",0.181674049382537,6.77677837416423,10.61545371629,0.00304489236939959,0.0160441041219495,-1.75170369087095
"152","7905986","FDPS","2224","farnesyl diphosphate synthase",-0.136762152620701,8.28878051813384,-1.3432623379746,0.282724279465842,0.377736230812561,-7.66217044173161
"153","7906017","POU5F1P4","645682","POU class 5 homeobox 1 pseudogene 4",-0.195330281458735,6.56239723734076,-0.336838159490997,0.761141081207826,0.796346183474054,-8.53307555918384
"154","7906041","DAP3","7818","death associated protein 3",-0.998076223008379,8.24467226077211,-4.56090700378641,0.0257668154720109,0.062555658821368,-4.6363279848818
"155","7906079","RAB25","57111","RAB25, member RAS oncogene family",-0.11249302675493,6.50924123560987,-0.666734520179796,0.558404902567418,0.637770997018232,-8.3266055097721
"156","7906107","SEMA4A","64218","semaphorin 4A",0.292216227569639,5.71635478538253,5.67175158863262,0.0150985931693765,0.0440414636465695,-3.91808589968701
"157","7906400","IFI16","3428","interferon gamma inducible protein 16",-0.753796697115575,5.25078903688879,-2.82546807336175,0.0768145292745126,0.134204366964939,-6.07614640834152
"158","7906501","ATP1A2","477","ATPase Na+/K+ transporting subunit alpha 2",0.372849178293801,6.29727723089775,3.57537027072359,0.0456859556194214,0.0933763775800946,-5.39770011806363
"159","7906574","SUMO1P3","474338","SUMO1 pseudogene 3",-0.562932641153278,4.0223420673397,-1.11793394800202,0.354695381817103,0.453156467163752,-7.90468081421878
"160","7906602","VANGL2","57216","VANGL planar cell polarity protein 2",0.29635685528495,6.66227165816368,6.61743306502002,0.0102536648695807,0.0343534819795407,-3.39541166933956
"161","7906662","UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1",-0.7773020369688,8.41406793678156,-45.5572496428062,6.58795661634108e-05,0.00251415484421768,3.13132111103318
"162","7906786","FCRLA","84824","Fc receptor like A",0.207975353162298,4.15857056629203,0.652933652481367,0.566009829446027,0.644188739125195,-8.33737546314805
"163","7906838","NOS1AP","9722","nitric oxide synthase 1 adaptor protein",0.349008379678145,6.35238765794952,8.82122907855202,0.00491828750972707,0.0217916207247702,-2.40059706742733
"164","7906900","DDR2","4921","discoidin domain receptor tyrosine kinase 2",0.391729652341885,5.27384476517131,0.784210900174759,0.497014864279446,0.583301306169816,-8.22878002406325
"165","7906930","NUF2","83540","NUF2 component of NDC80 kinetochore complex",-0.429092207123325,7.71331933965426,-2.14758420680309,0.132917376628725,0.206462943888462,-6.77099219282114
"166","7906954","PBX1","5087","PBX homeobox 1",0.0743818034748287,9.59243163714569,1.39597745126118,0.26828594239043,0.362279250691154,-7.60398784302785
"167","7906978","MGST3","4259","microsomal glutathione S-transferase 3",-0.763315764683133,8.77532535380823,-22.6677843742953,0.000416419337519928,0.00482709400546197,0.895555043450891
"168","7907058","POU2F1","5451","POU class 2 homeobox 1",0.125602951687775,7.65128556030148,5.6957860787165,0.0149405048441049,0.043787336338736,-3.9038920899942
